customer_id,country,age,gender,membership_tier,registration_date,total_orders,total_spend_usd,avg_order_value_usd,days_since_last_purchase,preferred_category,preferred_device,preferred_payment_method,acquisition_channel,reviews_given,avg_review_score,returns_made,wishlist_items,newsletter_subscribed,churned,orders_with_discount,avg_discount_pct,total_discount_usd,discount_ratio,recency_log,frequency_log,monetary_log,recency_final,frequency_final,monetary_final,Cluster_RFM,recency_cat,frequency_cat,monetary_cat,account_age_days,age_group,region,Cluster_LCA,prob_max_clase
C00077,India,38,Male,Free,2022-11-23,12,5661.94,453.76,40,Electronics,Desktop,Debit Card,Referral,3,3.6,1,6,0,0,0.0,0.0,0.0,0.0,3.713572066704308,2.5649493574615367,8.641698470966736,0.13707165358839518,0.06700003375814713,1.578322248184024,0,En Riesgo,Frecuente,Gasto Alto,1286,36-45,Asia,0,0.5095957289414028
C00078,Australia,30,Female,Free,2026-02-14,66,5642.19,100.38,127,Pet Supplies,Mobile,PayPal,Paid Ad,9,3.9,3,5,1,0,0.0,0.0,0.0,0.0,4.852030263919617,4.204692619390966,8.638204787435987,1.076058607644768,1.895466775412338,1.5755571180330048,0,Dormido,Frecuente,Gasto Alto,107,26-35,Oceanía,0,0.8262596494119342
C00079,Japan,27,Male,Platinum,2025-12-27,19,4010.12,211.07,20,Home & Kitchen,Tablet,Debit Card,Social Media,4,2.6,1,0,1,0,1.0,3.3333333333333335,1.89,0.05263157894736842,3.044522437723423,2.995732273553991,8.29682578304878,-0.41475262486641995,0.5473631815969336,1.3053673971702384,0,Activo,Frecuente,Gasto Alto,156,26-35,Asia,0,0.643177225181735
C00080,Germany,43,Female,Gold,2021-02-28,28,2007.54,77.85,46,Toys & Games,Desktop,Credit Card,Paid Ad,5,4.5,1,4,1,0,0.0,0.0,0.0,0.0,3.8501476017100584,3.367295829986474,7.60516336896075,0.2497175512835,0.9616912176506566,0.7579404254114701,0,En Riesgo,Frecuente,Gasto Alto,1919,36-45,Europa,2,0.5941793208259697
C00082,Singapore,25,Male,Free,2025-02-08,8,1928.78,235.38,99,Sports & Outdoors,Mobile,Buy Now Pay Later,Email Campaign,0,4.4,0,2,0,0,0.0,0.0,0.0,0.0,4.605170185988092,2.1972245773362196,7.565161285764313,0.8724513138310601,-0.34304740851649596,0.7262801547039156,0,Dormido,Frecuente,Gasto Alto,478,18-25,Asia,0,0.4452043423607609
C00083,Canada,56,Female,Silver,2022-11-11,11,1318.05,140.18,27,Clothing & Apparel,Desktop,PayPal,Direct,3,3.4,0,0,1,0,0.0,0.0,0.0,0.0,3.332204510175204,2.4849066497880004,7.184667059504529,-0.17747582927667852,-0.02225505409066562,0.42513208331749053,0,Activo,Frecuente,Gasto Medio,1298,56+,Norteamérica,2,0.6280540743788752
C00084,Brazil,30,Other,Free,2025-10-04,29,4289.42,130.78,143,Beauty & Personal Care,Tablet,Debit Card,Paid Ad,11,4.6,1,21,0,0,0.0,0.0,0.0,0.0,4.969813299576001,3.4011973816621555,8.364139909227868,1.173204672525343,0.9994946111261177,1.3586442089504371,0,Dormido,Frecuente,Gasto Alto,240,26-35,Latinoamérica,2,0.6092661084002239
C00085,United States,33,Male,Free,2025-05-11,62,4792.34,68.26,16,Sports & Outdoors,Desktop,Debit Card,Paid Ad,16,4.5,4,2,1,0,0.0,0.0,0.0,0.0,2.833213344056216,4.143134726391533,8.474982733426545,-0.5890378842745511,1.8268239807450013,1.4463724855726054,0,Activo,Frecuente,Gasto Alto,386,26-35,Norteamérica,1,0.42425581407834156
C00086,Netherlands,18,Female,Silver,2026-03-17,12,164.64,14.44,8,Pet Supplies,Mobile,Credit Card,Paid Ad,3,4.5,0,2,0,0,1.0,2.5,17.08,0.08333333333333333,2.1972245773362196,2.5649493574615367,5.109816758677367,-1.1135939517148885,0.06700003375814713,-1.2170404475293615,1,Activo,Frecuente,Gasto Bajo,76,18-25,Europa,2,0.5791699249139741
C00087,Poland,29,Male,Gold,2025-05-04,17,4449.34,242.01,45,Electronics,Mobile,PayPal,Organic Search,2,4.1,1,11,1,0,0.0,0.0,0.0,0.0,3.828641396489095,2.8903717578961645,8.400735776735994,0.23197948572857785,0.4298763754385179,1.3876085772908409,0,En Riesgo,Frecuente,Gasto Alto,393,26-35,Otros,2,0.48054052868761793
C00088,France,50,Male,Free,2025-05-18,4,173.32,39.55,143,Clothing & Apparel,Tablet,Debit Card,Referral,0,4.9,0,1,1,0,2.0,5.0,22.290000000000003,0.5,4.969813299576001,1.6094379124341003,5.160892690636365,1.173204672525343,-0.9984843863130948,-1.1766156070398903,2,Dormido,Ocasional,Gasto Bajo,379,46-55,Europa,2,0.3766688830739131
C00089,United Kingdom,39,Male,Silver,2024-12-29,31,1453.35,52.71,15,Clothing & Apparel,Tablet,Debit Card,Paid Ad,9,4.1,3,2,1,0,0.0,0.0,0.0,0.0,2.772588722239781,3.4657359027997265,7.282314344394418,-0.6390403605354057,1.071461084290179,0.5024165451863903,1,Activo,Frecuente,Gasto Alto,519,36-45,Europa,2,0.4680427439258849
C00090,United States,32,Male,Free,2024-12-07,15,2869.73,182.89,83,Home & Kitchen,Mobile,Credit Card,Email Campaign,3,4.0,0,3,1,0,2.0,15.0,43.47,0.13333333333333333,4.430816798843313,2.772588722239781,7.962321631811513,0.7286466872536956,0.2985373003351647,1.0406188857248146,0,Dormido,Frecuente,Gasto Alto,541,26-35,Norteamérica,0,0.42651867957717304
C00091,Singapore,24,Male,Free,2024-12-01,35,3731.26,95.32,39,Travel & Luggage,Desktop,UPI / Digital Wallet,Organic Search,7,4.7,0,0,1,0,1.0,40.0,7.13,0.02857142857142857,3.6888794541139363,3.58351893845611,8.224769227279028,0.11670547664782706,1.2028001593935322,1.2483371157541057,0,En Riesgo,Frecuente,Gasto Alto,547,18-25,Asia,1,0.5090549252063724
C00092,India,28,Male,Free,2026-01-26,15,696.36,51.69,12,Beauty & Personal Care,Tablet,Credit Card,Organic Search,0,4.4,1,3,1,0,1.0,7.5,3.96,0.06666666666666667,2.5649493574615367,2.772588722239781,6.54730177670332,-0.8102988706433972,0.2985373003351647,-0.0793205796598417,1,Activo,Frecuente,Gasto Medio,126,26-35,Asia,2,0.5265450963057641
C00093,Singapore,36,Male,Free,2024-07-04,2,82.39,44.47,31,Travel & Luggage,Tablet,Credit Card,Paid Ad,0,4.2,0,1,0,0,0.0,0.0,0.0,0.0,3.4657359027997265,1.0986122886681098,4.423528398098894,-0.06734070447534764,-1.5681026220006942,-1.760214041080951,2,En Riesgo,Ocasional,Gasto Bajo,697,36-45,Asia,2,0.5586129689755055
C00094,United States,49,Male,Free,2016-05-15,39,2717.38,66.79,45,Food & Grocery,Desktop,Credit Card,Email Campaign,12,3.7,0,9,0,0,1.0,6.666666666666667,36.62,0.02564102564102564,3.828641396489095,3.6888794541139363,7.907791393621621,0.23197948572857785,1.320286965551948,0.9974600808605425,0,En Riesgo,Frecuente,Gasto Alto,3669,46-55,Norteamérica,0,0.7185593603130114
C00095,United Kingdom,24,Male,Silver,2022-09-01,42,1637.41,43.67,17,Beauty & Personal Care,Mobile,Credit Card,Social Media,3,3.9,4,0,0,0,0.0,0.0,0.0,0.0,2.8903717578961645,3.7612001156935624,7.401481538342187,-0.5418942956548309,1.4009312514611805,0.5967332736757229,0,Activo,Frecuente,Gasto Alto,1369,18-25,Europa,0,0.558684075985454
C00096,United States,35,Male,Gold,2025-04-14,7,1676.89,254.5,15,Electronics,Desktop,Credit Card,Organic Search,0,2.9,0,4,1,0,2.0,8.333333333333334,32.57,0.2857142857142857,2.772588722239781,2.0794415416798357,7.425292330647151,-0.6390403605354057,-0.47438648361984964,0.615578695461248,1,Activo,Frecuente,Gasto Alto,413,26-35,Norteamérica,2,0.45196258275573953
C00097,Turkey,20,Male,Gold,2026-03-01,2,460.3,204.38,13,Travel & Luggage,Mobile,Credit Card,Organic Search,0,3.6,0,0,1,0,1.0,1.25,3.65,0.5,2.6390573296152584,1.0986122886681098,6.134048590563775,-0.7491754853367365,-1.5681026220006942,-0.40639623918706547,2,Activo,Ocasional,Gasto Bajo,92,18-25,Otros,2,0.5355846673551871
C00098,Brazil,43,Female,Free,2025-11-25,36,1705.52,54.0,44,Home & Kitchen,Mobile,PayPal,Paid Ad,4,4.9,1,0,0,0,1.0,5.0,12.98,0.027777777777777776,3.8066624897703196,3.6109179126442243,7.442211488172605,0.21385154152840183,1.23335257221422,0.628969625747782,0,En Riesgo,Frecuente,Gasto Alto,188,36-45,Latinoamérica,1,0.46718400512949226
C00099,Germany,56,Female,Free,2025-08-26,13,1370.45,98.24,38,Electronics,Desktop,Credit Card,Direct,3,4.5,0,0,0,0,1.0,6.666666666666667,22.64,0.07692307692307693,3.6635616461296463,2.6390573296152584,7.2236238532785455,0.095823645886977,0.14963733773161927,0.45596504345926603,0,En Riesgo,Frecuente,Gasto Medio,279,56+,Europa,2,0.7677254883955704
C00100,Japan,51,Male,Free,2025-12-07,8,1012.16,123.13,19,Electronics,Desktop,UPI / Digital Wallet,Organic Search,1,3.8,0,2,0,0,1.0,20.0,7.44,0.125,2.995732273553991,2.1972245773362196,6.920829438469409,-0.4549941794122309,-0.34304740851649596,0.21631369594027583,1,Activo,Frecuente,Gasto Medio,176,46-55,Asia,0,0.5181587853495295
C00101,France,36,Male,Free,2026-03-19,7,816.53,116.86,111,Electronics,Desktop,Buy Now Pay Later,Email Campaign,2,4.9,0,0,0,0,1.0,25.0,20.03,0.14285714285714285,4.718498871295094,2.0794415416798357,6.706287599345787,0.9659234828434371,-0.47438648361984964,0.0465112216192504,0,Dormido,Frecuente,Gasto Medio,74,36-45,Europa,2,0.45817789769712475
C00103,France,42,Female,Free,2026-03-07,1,37.52,42.0,20,Jewelry & Accessories,Desktop,PayPal,Direct,0,4.0,0,0,0,0,2.0,5.833333333333333,27.8,2.0,3.044522437723423,0.6931471805599453,3.651177586929925,-0.41475262486641995,-2.020234051529878,-2.371503099271477,2,Activo,Compra Unica,Gasto Bajo,86,36-45,Europa,1,0.8439110315337914
C00104,India,37,Male,Free,2025-09-01,12,2786.04,215.38,29,Books,Desktop,UPI / Digital Wallet,Organic Search,2,4.5,0,0,1,0,1.0,1.6666666666666667,4.2,0.08333333333333333,3.4011973816621555,2.5649493574615367,7.932735379729151,-0.12057131894191438,0.06700003375814713,1.0172023865002706,0,Activo,Frecuente,Gasto Alto,273,36-45,Asia,1,0.47900760197271836
C00105,United States,33,Male,Gold,2026-01-28,12,929.0,86.72,10,Electronics,Mobile,Credit Card,Social Media,1,4.8,0,3,0,0,3.0,4.285714285714286,9.75,0.25,2.3978952727983707,2.5649493574615367,6.835184586147301,-0.9480831182374049,0.06700003375814713,0.14852874594377208,1,Activo,Frecuente,Gasto Medio,124,26-35,Norteamérica,0,0.39096186151444096
C00106,United Kingdom,39,Other,Platinum,2024-02-25,14,811.73,52.5,54,Food & Grocery,Mobile,Credit Card,Organic Search,5,4.7,0,1,0,0,1.0,10.0,72.95,0.07142857142857142,4.007333185232471,2.70805020110221,6.700398951068257,0.3793623750058859,0.2265708271711033,0.04185055938192019,0,En Riesgo,Frecuente,Gasto Medio,827,36-45,Europa,2,0.6709699157626156
C00107,India,55,Male,Free,2026-03-04,9,186.65,18.4,31,Automotive,Desktop,UPI / Digital Wallet,Paid Ad,0,4.0,0,4,0,0,2.0,8.333333333333334,7.23,0.2222222222222222,3.4657359027997265,2.302585092994046,5.23457852558103,-0.06734070447534764,-0.22556060235808023,-1.1182958072883589,2,En Riesgo,Frecuente,Gasto Bajo,89,46-55,Asia,0,0.7266949838626284
C00108,Canada,40,Male,Silver,2025-09-16,15,373.47,24.3,76,Health & Wellness,Desktop,Debit Card,Organic Search,0,3.9,2,8,1,0,2.0,7.0,41.33,0.13333333333333333,4.343805421853684,2.772588722239781,5.925511692939474,0.6568807251414382,0.2985373003351647,-0.5714460091922199,0,Dormido,Frecuente,Gasto Bajo,258,36-45,Norteamérica,2,0.5185562314209163
C00109,United States,37,Female,Free,2026-03-20,33,1300.52,40.86,81,Electronics,Mobile,PayPal,Organic Search,12,3.1,3,6,0,0,1.0,2.0,7.14,0.030303030303030304,4.406719247264253,3.5263605246161616,7.171288091200915,0.7087713096484531,1.1390631945048482,0.4145430908342701,0,Dormido,Frecuente,Gasto Medio,73,36-45,Norteamérica,2,0.5872435485272299
C00110,South Africa,43,Female,Free,2024-03-29,27,1460.98,49.89,18,Electronics,Desktop,Credit Card,Paid Ad,2,4.9,3,1,0,0,0.0,0.0,0.0,0.0,2.9444389791664403,3.332204510175204,7.287546960325592,-0.4973002863718825,0.9225611216866336,0.5065579804230529,1,Activo,Frecuente,Gasto Alto,794,36-45,África,2,0.6820765526450826
C00111,Germany,29,Female,Gold,2025-12-31,37,4169.45,105.3,15,Clothing & Apparel,Mobile,PayPal,Referral,9,4.3,3,11,1,0,0.0,0.0,0.0,0.0,2.772588722239781,3.6375861597263857,8.335779222639651,-0.6390403605354057,1.2630901561275527,1.3361977025916125,0,Activo,Frecuente,Gasto Alto,152,26-35,Europa,1,0.43676605008154934
C00112,Netherlands,45,Male,Platinum,2026-03-10,16,2326.85,131.74,30,Sports & Outdoors,Mobile,Credit Card,Email Campaign,4,4.1,0,0,0,0,0.0,0.0,0.0,0.0,3.4339872044851463,2.833213344056216,7.752700373785744,-0.09352665807345271,0.36613941054983395,0.8747108818200292,0,Activo,Frecuente,Gasto Alto,83,36-45,Europa,1,0.6407542806418038
C00113,France,34,Male,Free,2024-08-17,10,577.28,65.66,15,Food & Grocery,Mobile,UPI / Digital Wallet,Organic Search,2,3.5,1,14,1,0,0.0,0.0,0.0,0.0,2.772588722239781,2.3978952727983707,6.360058180440242,-0.6390403605354057,-0.11928085847413247,-0.22751743522943285,1,Activo,Frecuente,Gasto Medio,653,26-35,Europa,0,0.5532472296917719
C00114,United States,62,Female,Silver,2023-10-21,16,1890.39,119.69,23,Electronics,Desktop,PayPal,Referral,1,3.8,0,5,0,0,2.0,5.714285714285714,132.84,0.125,3.1780538303479458,2.833213344056216,7.545067287478506,-0.3046175000650891,0.36613941054983395,0.7103764473344341,0,Activo,Frecuente,Gasto Alto,954,56+,Norteamérica,2,0.8152234689952584
C00115,Spain,25,Female,Free,2025-03-03,6,258.09,42.09,12,Beauty & Personal Care,Tablet,Bank Transfer,Email Campaign,0,4.6,0,3,1,0,1.0,2.5,4.99,0.16666666666666666,2.5649493574615367,1.9459101490553132,5.55717549168624,-0.8102988706433972,-0.6232864462233948,-0.8629714226513979,2,Activo,Frecuente,Gasto Bajo,455,18-25,Europa,2,0.7424795326045848
C00116,Canada,25,Male,Free,2022-07-14,14,2846.68,195.4,39,Beauty & Personal Care,Mobile,Debit Card,Referral,4,3.8,1,25,0,0,1.0,2.0,5.9,0.07142857142857142,3.6888794541139363,2.70805020110221,7.954259906668497,0.11670547664782706,0.2265708271711033,1.034238308014789,0,En Riesgo,Frecuente,Gasto Alto,1418,18-25,Norteamérica,0,0.6569720919699918
C00117,Japan,44,Female,Free,2019-05-20,42,6455.78,178.6,102,Clothing & Apparel,Mobile,Credit Card,Paid Ad,7,4.7,2,2,0,0,1.0,5.0,1.1,0.023809523809523808,4.634728988229636,3.7612001156935624,8.772886020495763,0.8968310668604047,1.4009312514611805,1.68215267399344,0,Dormido,Frecuente,Gasto Alto,2569,36-45,Asia,1,0.5066695993181175
C00118,Germany,56,Female,Free,2024-01-19,17,2601.22,146.0,13,Travel & Luggage,Mobile,Debit Card,Email Campaign,2,3.2,0,5,1,0,0.0,0.0,0.0,0.0,2.6390573296152584,2.8903717578961645,7.864120205844159,-0.7491754853367365,0.4298763754385179,0.9628958402842405,1,Activo,Frecuente,Gasto Alto,864,56+,Europa,2,0.7718578963197082
C00119,India,28,Male,Silver,2023-09-28,11,869.11,76.28,25,Beauty & Personal Care,Mobile,PayPal,Email Campaign,3,4.6,0,4,1,0,1.0,5.0,2.09,0.09090909090909091,3.258096538021482,2.4849066497880004,6.768619640437782,-0.2385992145833392,-0.02225505409066562,0.09584488469464661,1,Activo,Frecuente,Gasto Medio,977,26-35,Asia,0,0.5024363127517197
C00120,Germany,33,Male,Free,2024-03-06,50,2032.31,44.28,40,Health & Wellness,Tablet,UPI / Digital Wallet,Social Media,10,3.6,6,3,0,0,2.0,6.666666666666667,19.45,0.04,3.713572066704308,3.9318256327243257,7.617420286017614,0.13707165358839518,1.5911946240340318,0.767641352989535,0,En Riesgo,Frecuente,Gasto Alto,817,26-35,Europa,2,0.4846162805316439
C00121,Italy,45,Other,Gold,2022-01-23,10,382.25,36.1,29,Food & Grocery,Desktop,UPI / Digital Wallet,Social Media,1,4.5,0,4,1,0,2.0,20.0,25.560000000000002,0.2,3.4011973816621555,2.3978952727983707,5.948687517751924,-0.12057131894191438,-0.11928085847413247,-0.5531031423012682,2,Activo,Frecuente,Gasto Bajo,1590,36-45,Europa,2,0.5807358026846853
C00122,India,38,Female,Free,2024-11-01,15,1875.16,130.03,2,Electronics,Mobile,Credit Card,Paid Ad,2,4.0,1,4,1,0,0.0,0.0,0.0,0.0,1.0986122886681098,2.772588722239781,7.53698241377585,-2.019716468245263,0.2985373003351647,0.7039775483369617,1,Activo,Frecuente,Gasto Alto,577,36-45,Asia,2,0.5535482680305013
C00123,Mexico,32,Male,Silver,2021-10-08,8,721.89,85.14,51,Food & Grocery,Desktop,Credit Card,Social Media,1,4.5,0,12,1,0,0.0,0.0,0.0,0.0,3.9512437185814275,2.1972245773362196,6.583257066738626,0.3331004414767188,-0.34304740851649596,-0.05086320632014997,2,En Riesgo,Frecuente,Gasto Medio,1697,26-35,Norteamérica,0,0.7280533635097665
C00125,United States,27,Male,Silver,2024-05-12,43,5669.89,115.18,29,Toys & Games,Desktop,Credit Card,Social Media,11,4.1,3,7,1,0,0.0,0.0,0.0,0.0,3.4011973816621555,3.784189633918261,8.643101350894147,-0.12057131894191438,1.4265667094358958,1.5794325793148787,0,Activo,Frecuente,Gasto Alto,750,26-35,Norteamérica,0,0.5861006689345047
C00126,Brazil,34,Male,Gold,2025-03-09,76,8822.63,123.64,63,Books,Mobile,Debit Card,Email Campaign,13,3.8,5,2,0,0,1.0,3.3333333333333335,5.53,0.013157894736842105,4.1588830833596715,4.343805421853684,9.085188628957198,0.50435895158471,2.0505905307873653,1.9293294292141578,0,En Riesgo,Frecuente,Gasto Alto,449,26-35,Latinoamérica,1,0.48926951419119113
C00127,United Kingdom,37,Female,Free,2024-08-27,4,520.09,130.07,8,Sports & Outdoors,Tablet,Bank Transfer,Organic Search,0,4.1,0,5,1,0,2.0,10.0,34.61,0.5,2.1972245773362196,1.6094379124341003,6.2559227715564045,-1.1135939517148885,-0.9984843863130948,-0.3099370237122108,1,Activo,Ocasional,Gasto Medio,643,36-45,Europa,2,0.49360566977246867
C00128,United States,74,Male,Silver,2022-01-07,11,483.87,38.74,5,Electronics,Desktop,UPI / Digital Wallet,Paid Ad,1,4.7,1,1,1,0,0.0,0.0,0.0,0.0,1.791759469228055,2.4849066497880004,6.183880813770897,-1.448016812185205,-0.02225505409066562,-0.3669557513267404,1,Activo,Frecuente,Gasto Bajo,1606,56+,Norteamérica,2,0.758074683153028
C00129,Germany,26,Female,Free,2025-12-17,39,694.63,16.91,41,Toys & Games,Mobile,Debit Card,Paid Ad,4,4.6,2,3,0,0,1.0,5.0,19.27,0.02564102564102564,3.7376696182833684,3.6888794541139363,6.54481790978475,0.15694703119363804,1.320286965551948,-0.08128647475228744,0,En Riesgo,Frecuente,Gasto Medio,166,26-35,Europa,2,0.6364164034989717
C00130,Brazil,26,Male,Free,2026-01-01,10,678.54,76.44,28,Electronics,Mobile,Credit Card,Direct,1,3.7,0,6,0,0,0.0,0.0,0.0,0.0,3.367295829986474,2.3978952727983707,6.521416098672449,-0.14853292071490626,-0.11928085847413247,-0.09980820201394398,0,Activo,Frecuente,Gasto Medio,151,26-35,Latinoamérica,0,0.544702471422285
C00133,United Kingdom,28,Female,Platinum,2023-04-10,6,345.7,59.37,34,Home & Kitchen,Tablet,Buy Now Pay Later,Social Media,0,4.0,0,3,1,0,1.0,1.0,5.49,0.16666666666666666,3.5553480614894135,1.9459101490553132,5.8484598526909775,0.006570351846496187,-0.6232864462233948,-0.6324298861769052,2,En Riesgo,Frecuente,Gasto Bajo,1148,26-35,Europa,2,0.4146274952386823
C00134,Spain,35,Male,Free,2024-09-28,1,54.57,60.2,62,Sports & Outdoors,Mobile,Buy Now Pay Later,Organic Search,0,4.7,0,4,1,0,2.0,7.0,44.15,2.0,4.143134726391533,0.6931471805599453,4.01764348729183,0.49136989166395423,-2.020234051529878,-2.0814579645326168,2,En Riesgo,Compra Unica,Gasto Bajo,611,26-35,Europa,1,0.45880138133378295
C00135,Canada,44,Male,Gold,2024-08-22,16,527.49,38.37,74,Electronics,Mobile,Credit Card,Organic Search,5,4.2,2,1,0,0,1.0,1.0,5.26,0.0625,4.31748811353631,2.833213344056216,6.270023883655404,0.635174518241318,0.36613941054983395,-0.2987764792940725,0,En Riesgo,Frecuente,Gasto Medio,648,36-45,Norteamérica,2,0.4360855110018972
C00138,United States,18,Female,Gold,2024-09-20,6,930.46,161.77,16,Sports & Outdoors,Tablet,Debit Card,Social Media,1,4.1,0,6,1,0,2.0,11.666666666666666,26.27,0.3333333333333333,2.833213344056216,1.9459101490553132,6.836753247627414,-0.5890378842745511,-0.6232864462233948,0.1497702874621228,1,Activo,Frecuente,Gasto Medio,619,18-25,Norteamérica,1,0.4426556326001811
C00139,Canada,32,Male,Free,2023-09-16,11,949.0,85.31,36,Electronics,Mobile,Credit Card,Organic Search,1,3.3,0,6,1,0,1.0,3.75,11.01,0.09090909090909091,3.6109179126442243,2.4849066497880004,6.856461984594587,0.052403712615344426,-0.02225505409066562,0.16536907377083787,0,En Riesgo,Frecuente,Gasto Medio,989,26-35,Norteamérica,2,0.4817134749941902
C00140,United States,32,Male,Free,2022-04-30,14,1381.13,107.62,168,Books,Mobile,UPI / Digital Wallet,Email Campaign,3,3.7,1,10,1,0,0.0,0.0,0.0,0.0,5.1298987149230735,2.70805020110221,7.231381066473821,1.305241243488843,0.2265708271711033,0.4621046104536297,0,Dormido,Frecuente,Gasto Medio,1493,26-35,Norteamérica,1,0.3991908414370466
C00141,Canada,51,Male,Free,2025-07-07,37,3673.39,92.14,40,Electronics,Desktop,Credit Card,Social Media,3,4.2,1,3,1,0,2.0,6.0,36.620000000000005,0.05405405405405406,3.713572066704308,3.6375861597263857,8.209142411475113,0.13707165358839518,1.2630901561275527,1.2359690294167147,0,En Riesgo,Frecuente,Gasto Alto,329,46-55,Norteamérica,0,0.5435792468334306
C00142,United Kingdom,37,Male,Silver,2025-11-29,17,3393.8,184.11,1,Clothing & Apparel,Desktop,Credit Card,Email Campaign,5,4.9,2,3,0,0,6.0,12.5,67.7,0.35294117647058826,0.6931471805599453,2.8903717578961645,8.130000128095523,-2.354139328715579,0.4298763754385179,1.1733306387132267,1,Activo,Frecuente,Gasto Alto,184,36-45,Europa,1,0.489163022341666
C00144,United States,18,Female,Platinum,2025-03-06,5,644.63,133.94,71,Food & Grocery,Desktop,Debit Card,Email Campaign,1,4.3,0,5,0,0,2.0,8.333333333333334,25.39,0.4,4.276666119016055,1.791759469228055,6.470226584277603,0.6015050164652851,-0.79517883804568,-0.14032293908827312,2,En Riesgo,Ocasional,Gasto Medio,452,18-25,Norteamérica,0,0.6842641056867572
C00145,France,29,Male,Free,2023-12-18,10,150.86,13.95,19,Pet Supplies,Tablet,Credit Card,Organic Search,0,4.5,0,1,1,0,0.0,0.0,0.0,0.0,2.995732273553991,2.3978952727983707,5.022959043785088,-0.4549941794122309,-0.11928085847413247,-1.2857853364648981,2,Activo,Frecuente,Gasto Bajo,896,26-35,Europa,2,0.5161153075648166
C00146,United States,43,Female,Free,2025-09-24,10,1210.93,116.81,1,Clothing & Apparel,Desktop,Credit Card,Organic Search,3,3.8,1,4,1,0,1.0,10.0,20.72,0.1,0.6931471805599453,2.3978952727983707,7.0999694091857535,-2.354139328715579,-0.11928085847413247,0.35809681107384145,1,Activo,Frecuente,Gasto Medio,250,36-45,Norteamérica,1,0.5303403379270172
C00147,United States,42,Female,Silver,2021-04-28,35,13804.4,460.3,86,Books,Desktop,PayPal,Organic Search,8,4.2,4,7,0,0,3.0,5.555555555555555,25.740000000000002,0.08571428571428572,4.465908118654584,3.58351893845611,9.532815098953542,0.7575895958154679,1.2028001593935322,2.283610358693692,0,Dormido,Frecuente,Gasto Alto,1860,36-45,Norteamérica,1,0.4819342320998909
